PID|MID|SID|SID2
507|11|5|4
1976|1|4|0
238|16|6|0
1354|4|8|2
1993|14|8|2
500|3|5|0
743|11|1|7
852|15|8|8
1558|9|7|5
541|10|9|9
700|18|4|6
203|2|4|1
710|1|7|4
1345|3|4|7
607|6|3|7
818|3|1|0
1716|4|4|9
1003|11|7|5
102|5|1|2
1447|5|0|5
825|5|9|8
1751|10|1|9
324|3|6|5
1023|10|0|8
911|16|4|9
1768|9|2|6
1822|18|7|6
1961|12|6|6
1926|17|7|0
1525|14|8|8
1358|2|2|2
40|11|6|5
329|10|1|3
1123|7|2|0
388|17|7|3
955|14|6|6
274|16|9|1
1279|16|2|2
670|12|3|9
1884|3|3|7
1030|10|6|3
1683|11|3|8
1633|13|9|4
1159|13|4|2
909|16|5|8
853|1|1|3
1132|12|2|1
1891|9|9|5
1906|10|7|7
1381|5|8|1
354|14|6|4
917|2|6|9
1194|18|2|4
1902|1|8|9
269|7|6|7
568|6|7|5
585|9|1|6
413|4|5|9
13|3|0|2
1583|11|1|3
1461|17|9|6
1189|10|2|7
700|13|7|9
465|18|2|3
693|1|8|6
1056|7|7|5
1822|1|4|7
1385|18|5|3
1944|1|6|1
1174|17|3|0
1719|14|8|9
1564|5|8|6
1381|18|0|1
1492|9|7|7
174|13|3|4
1730|7|6|4
1196|7|4|0
1887|16|0|7
529|13|8|2
1863|16|7|6
498|1|7|4
14|1|5|4
371|13|3|4
48|2|4|4
1506|18|5|0
146|1|6|5
375|8|2|9
709|13|6|8
1390|12|1|9
1275|6|1|2
856|13|9|7
1862|1|0|3
958|3|7|4
1996|4|2|1
349|1|6|6
852|11|6|7
1260|11|1|1
1067|11|7|2
893|5|2|7
816|3|2|1
236|13|8|6
1261|8|7|7
1153|16|9|9
749|10|8|2
2|6|4|4
711|13|6|3
33|15|9|2
855|7|9|8
1733|7|6|4
1398|9|6|5
433|6|0|1
144|8|0|3
1291|18|9|2
870|10|4|0
1575|10|8|1
1281|10|3|3
1025|3|2|9
114|18|0|1
1581|6|1|1
1018|10|5|3
735|8|0|7
438|12|5|8
1043|16|0|7
550|4|2|8
615|7|6|9
1458|18|6|7
377|2|8|4
919|2|7|2
1056|6|9|4
887|7|2|1
6|5|8|9
67|7|6|5
17|10|6|4
280|11|2|4
1672|8|9|0
1712|6|4|5
23|3|6|2
540|14|3|0
1799|2|2|3
381|1|9|3
1689|5|8|4
30|10|8|9
68|12|6|8
722|16|6|2
1658|4|0|7
621|1|3|6
1602|18|5|0
989|7|8|7
1388|16|6|0
310|9|8|9
838|13|9|1
295|7|6|4
1779|7|4|3
1773|7|8|9
1253|17|3|7
388|18|9|9
1298|10|0|8
363|18|9|0
303|5|8|5
1102|9|6|9
1417|8|8|6
1260|5|6|7
1708|11|4|4
1830|13|6|9
69|6|6|7
1455|12|4|9
1695|16|6|4
692|5|1|3
431|3|6|7
425|7|2|1
635|14|4|2
686|3|3|9
1613|13|8|6
1737|14|7|7
1550|8|5|7
700|3|4|7
1395|17|6|4
1746|12|6|9
1932|5|3|3
1996|18|4|1
568|5|7|3
324|14|4|0
881|8|8|7
1290|4|2|5
1206|5|3|6
1586|18|6|4
1304|9|0|9
1347|12|6|2
1218|14|6|3
49|6|9|9
1514|11|3|2
882|2|2|6
1307|12|9|9
173|2|4|9
307|16|9|5
1051|17|3|0
1951|16|4|8
355|16|3|4
1089|12|2|7
208|12|5|4
852|13|4|0
714|7|5|0
1303|14|4|1
244|11|9|6
1795|16|1|0
1494|9|9|2
1482|2|3|4
1160|16|1|1
108|5|7|4
635|17|8|5
572|3|0|7
676|18|0|1
81|8|9|7
823|17|9|9
1625|18|6|7
1307|15|9|1
1749|7|4|8
395|16|5|4
872|16|7|7
900|4|8|6
1637|16|1|2
1793|9|1|2
241|14|8|2
1016|12|0|1
456|14|6|5
1002|3|9|6
387|5|1|3
63|18|0|7
633|6|2|9
277|8|7|9
616|12|2|2
1104|16|7|9
480|6|9|4
1721|14|0|4
92|14|6|5
937|3|5|7
579|7|1|8
626|14|7|3
1919|4|6|2
282|4|5|8
1275|8|0|7
1869|13|8|5
861|5|1|9
1577|18|8|0
22|4|7|2
421|14|2|3
389|5|2|4
650|5|7|2
1920|9|7|9
1542|12|5|6
1487|2|9|4
1377|18|3|9
166|7|4|1
99|1|9|3
951|6|0|7
1121|10|7|7
460|11|8|1
669|3|2|0
1670|9|3|6
853|4|4|2
1233|18|8|5
660|3|8|8
1485|3|7|9
1312|7|8|9
1274|18|2|6
547|5|3|1
181|13|7|4
934|16|5|5
1693|14|3|1
1565|12|4|0
1749|11|1|4
1469|13|8|2
1504|6|2|4
1161|14|1|1
1467|4|8|1
1204|4|0|6
427|12|4|9
1730|1|3|6
283|6|2|8
356|2|7|4
657|2|0|5
1772|18|4|6
66|3|9|0
1638|6|8|6
1071|8|6|1
1957|1|5|0
1645|4|3|7
1012|2|4|1
1031|2|3|9
974|10|3|7
16|7|5|7
55|17|0|9
371|11|6|0
268|1|2|7
1301|10|3|8
1011|11|6|8
187|6|2|2
1035|3|7|0
214|13|7|9
914|6|5|2
1371|7|6|7
148|3|4|1
1072|13|0|8
399|4|6|3
425|13|5|9
709|17|0|3
1061|10|4|3
1382|18|5|2
805|7|3|7
1202|4|0|5
926|13|5|4
1384|6|7|2
785|14|0|5
1171|8|0|7
1630|18|9|0
954|18|7|5
354|5|0|9
460|13|1|6
70|2|7|7
845|3|1|6
727|18|3|0
370|1|0|6
94|5|9|3
1208|7|4|4
1834|12|4|9
92|8|7|6
190|7|0|0
1450|17|8|8
673|1|5|5
875|5|1|3
1274|11|0|6
1879|3|8|5
526|5|7|8
938|17|5|7
58|12|8|2
1194|11|8|9
1267|6|0|1
379|2|5|6
132|15|8|9
521|16|9|6
997|9|3|8
1488|12|7|0
1813|1|9|4
105|4|8|6
504|1|5|5
1110|10|0|5
1332|1|1|1
396|5|8|0
887|9|3|8
1731|12|6|4
1411|3|7|0
150|4|1|0
164|4|8|1
1390|10|3|4
1475|14|6|1
1621|4|7|1
1801|17|0|1
16|17|1|9
1501|4|5|8
684|16|8|1
352|11|9|1
1407|5|4|0
197|11|6|9
1805|15|8|6
825|17|5|1
450|5|4|4
1021|13|0|0
381|8|6|9
72|17|6|1
706|14|5|4
517|3|5|5
1135|11|2|2
1207|3|3|9
879|2|3|0
1068|7|2|5
102|10|8|3
1089|9|7|2
1102|2|2|5
1522|17|4|5
396|18|3|6
961|1|4|3
678|11|4|5
1020|1|3|3
1046|10|2|4
1242|2|4|7
1895|8|0|8
1873|1|0|3
1421|2|7|0
670|9|7|2
1481|18|1|0
823|16|5|5
855|18|2|8
630|8|8|5
947|15|7|7
1273|3|3|8
692|12|7|5
1798|2|4|8
700|11|6|6
1852|2|3|0
1968|18|5|2
1585|12|3|7
1986|4|5|4
1552|14|3|9
1681|11|6|1
1067|6|6|1
1474|14|9|9
1238|5|7|6
1847|9|6|5
1375|6|6|5
1016|12|3|9
71|18|6|1
1043|18|8|3
750|7|6|2
1712|14|5|6
1384|6|0|7
221|9|5|2
711|17|1|3
61|6|3|4
720|2|1|8
1996|7|0|2
849|8|3|4
1758|14|4|6
741|10|0|0
760|3|9|0
549|13|4|4
959|13|8|1
762|18|6|9
37|6|3|7
1268|9|6|2
612|2|1|2
1645|10|7|5
1314|12|7|5
101|6|1|3
616|5|5|6
1865|18|4|1
100|18|2|1
1220|5|8|9
1522|5|0|1
310|16|2|3
1746|16|4|4
159|16|9|5
788|3|4|4
1116|17|6|5
1502|14|0|8
370|5|6|8
804|12|8|8
1733|1|5|3
1914|12|8|9
1027|11|4|0
1292|6|5|6
424|1|5|8
199|18|1|6
1584|16|4|8
19|3|4|1
1880|11|3|0
394|10|6|9
1588|12|9|0
750|6|4|0
1669|18|4|2
1964|2|7|9
1156|2|4|4
1343|5|2|7
596|9|4|2
1572|7|5|6
864|10|5|7
1474|16|2|6
1359|4|2|9
1624|14|1|6
754|10|0|0
1253|15|8|9
1555|14|3|4
1693|8|5|3
30|5|5|9
636|12|7|2
2|3|7|2
1499|8|9|4
1674|3|8|6
1912|5|9|1
992|7|1|5
1356|16|1|0
1083|18|3|5
1839|6|6|0
714|3|8|5
624|2|4|5
217|3|9|6
668|2|2|2
1138|9|5|4
449|14|3|4
1898|8|2|0
787|18|2|3
352|7|1|3
135|18|9|6
809|2|2|1
1711|11|2|5
955|5|3|2
1611|16|0|0
471|2|2|4
629|8|1|0
1942|7|8|3
21|14|1|9
1307|8|4|7
1617|3|3|1
1158|7|1|8
567|3|3|1
142|16|4|0
624|5|9|5
1245|10|0|4
307|16|3|0
731|10|3|1
751|2|4|7
727|3|8|1
1142|6|9|1
1027|1|1|8
345|11|4|9
1413|16|1|3
391|16|7|8
851|16|8|5
288|5|1|5
1291|4|3|6
1614|9|6|2
788|18|4|6
1634|4|0|8
1414|4|7|3
1234|1|4|4
1797|7|5|2
400|4|6|1
1925|8|0|1
1008|15|8|6
270|1|8|8
490|10|9|1
143|16|3|5
99|3|6|6
860|3|1|7
1650|11|1|5
791|18|1|6
1199|5|4|1
454|10|0|3
117|2|4|1
572|3|4|5
76|17|2|7
732|2|2|3
34|4|6|0
656|18|6|6
988|5|7|3
546|4|7|7
1319|8|9|9
1065|16|9|1
1179|7|0|7
1591|7|5|6
1196|11|4|8
936|5|1|4
1026|4|5|5
1087|1|6|4
373|11|4|8
1903|4|6|6
101|10|9|2
1819|8|4|5
886|7|0|0
1853|4|2|8
1021|4|2|9
1674|2|5|2
497|14|4|5
1758|9|9|6
1821|7|2|3
927|17|2|7
109|5|4|3
1735|13|8|1
911|9|1|6
1414|8|7|7
1239|3|9|2
1465|8|3|9
1663|2|4|9
1159|14|1|2
455|17|0|0
781|18|3|0
508|17|9|8
526|1|7|0
818|5|4|8
324|5|4|8
1443|4|1|2
1135|13|4|4
1131|17|0|1
1447|10|3|2
58|7|4|1
1004|7|8|5
1304|16|8|0
1476|6|4|1
553|8|2|9
1890|1|3|1
634|3|5|1
1813|10|4|8
477|1|8|8
1675|5|7|9
1071|5|7|9
1384|5|8|5
1688|12|3|9
188|9|0|4
432|12|2|8
1557|6|1|2
686|18|2|7
1955|17|9|3
1453|14|8|6
1449|1|2|5
354|3|9|0
247|7|3|1
981|3|5|9
1326|1|5|3
1010|18|6|4
1493|6|7|3
1302|17|9|7
303|17|0|3
591|4|0|5
1366|6|1|7
1267|10|7|5
773|18|3|7
623|9|3|8
211|18|4|5
321|4|5|3
1606|9|2|4
1594|2|5|4
531|17|3|4
773|16|8|0
1867|1|7|1
626|14|0|0
857|11|4|9
1651|5|2|6
778|7|9|6
1282|2|2|8
680|13|7|5
1441|6|8|4
309|16|1|4
1415|13|2|5
1428|10|5|8
670|17|5|4
1952|13|6|5
1277|17|2|1
991|13|1|8
1498|18|5|0
1534|9|9|1
612|7|3|7
1680|12|1|6
1778|16|6|0
38|7|4|3
143|12|4|1
918|9|5|1
644|12|0|9
1305|12|4|0
1776|4|8|4
1836|3|5|4
1961|8|4|7
855|18|1|7
1676|3|7|3
467|11|6|0
691|14|1|1
218|2|9|3
760|11|2|4
1445|3|3|6
104|11|4|2
579|12|6|4
815|2|0|7
160|9|2|6
1110|17|8|1
1655|4|5|3
831|18|5|2
1596|2|0|8
706|6|2|1
731|18|4|3
264|9|5|0
541|14|1|6
1497|16|9|3
821|11|4|4
579|13|6|0
802|2|5|2
1785|1|5|0
20|18|4|4
1996|13|2|5
1939|8|7|6
1552|4|0|4
772|7|3|3
294|12|7|5
1801|13|1|8
109|1|6|9
314|18|0|4
799|15|8|3
38|4|3|2
1155|4|3|1
1460|9|5|3
1334|11|2|7
1020|8|3|3
1738|6|8|9
1323|5|2|7
1641|3|8|5
1217|2|8|5
1444|12|5|4
1587|8|1|1
1314|18|4|8
988|3|3|4
518|8|3|8
81|16|5|9
693|6|6|5
840|18|3|7
546|1|8|9
193|14|9|7
1897|7|8|4
239|18|7|9
1622|9|7|0
1645|4|9|7
1305|8|0|7
1302|14|8|9
